,종목명,종목코드,기업코드,날짜,분기,유동자산,부채총계,청산가치,weighted_avg,주식_종가,증감
390,쎄니트,037760,239596,2021.06.21,2021년 1분기 보고서,33615496802,48547147646,-14931650844,-0.015046531296106941,2320,0.25067385444743934
392,중앙에너비스,000440,149770,2021.06.21,2021년 1분기 보고서,20733936972,9454978643,11278958329,-0.012870006156416139,21350,1.1414242728184554
394,루트로닉,085370,549925,2021.06.21,2021년 1분기 보고서,124584019969,63597007086,60987012883,-0.01437920252729984,15250,0.4950980392156863
396,KCC건설,021320,105466,2021.06.21,2021년 1분기 보고서,632694283875,600522472737,32171811138,0.0054943167505976265,10150,0.11050328227571116
398,하이즈항공,221840,688358,2021.06.21,2021년 1분기 보고서,48130222588,61411818661,-13281596073,0.005118166813548033,6000,0.11940298507462686
400,에프앤가이드,064850,331016,2021.06.21,2021년 1분기 보고서,24981333387,14236981875,10744351512,0.008077283427098039,9550,-0.236
402,서전기전,189860,869272,2021.06.21,2021년 1분기 보고서,22735464158,15301019438,7434444720,-0.013560132993918915,6260,0.526829268292683
404,비에이치,090460,447609,2021.06.21,2021년 1분기 보고서,278535043925,150509548291,128025495634,-0.00673506163615291,18800,0.04735376044568245
406,메디앙스,014100,267854,2021.06.21,2021년 1분기 보고서,30630303411,56098190222,-25467886811,-0.00015515093361397774,6200,0.0
408,에프알텍,073540,442561,2021.06.21,2021년 1분기 보고서,10203419864,26763641697,-16560221833,-0.005889089305635197,4770,-0.02053388090349076
410,NHN한국사이버결제,060250,357740,2021.06.21,2021년 1분기 보고서,303644847420,229476200042,74168647378,-0.0173998587394669,59800,0.1936127744510978
412,오로라,039830,141556,2021.06.21,2021년 1분기 보고서,61532282467,132981602222,-71449319755,0.003891214504214426,10650,0.05970149253731343
414,구영테크,053270,202060,2021.06.21,2021년 1분기 보고서,42772921605,89366999615,-46594078010,0.006847566061592826,4040,-0.1704312114989733
416,큐브앤컴퍼니,043090,351454,2021.06.21,2021년 1분기 보고서,14893105846,1121256756,13771849090,0.011606446943981545,2580,0.22565320665083136
418,대성미생물,036480,177320,2021.06.21,2021년 1분기 보고서,22686555466,25451029585,-2764474119,-0.0021932575978155363,20950,0.08831168831168831
420,하나투어,039130,269940,2021.06.21,2021년 1분기 보고서,222793150163,6969592500,215823557663,0.006783755640075929,82400,0.2153392330383481
422,에이치엘비생명과학,067630,365590,2021.06.21,2021년 1분기 보고서,101756349141,22564718788,79191630353,0.0027893045860509216,10450,-0.11814345991561181
424,시티랩스,139050,656021,2021.06.21,2021년 1분기 보고서,16153572050,35639643939,-19486071889,0.001542678634074812,746,-0.25175526579739216
426,키네마스터,139670,535375,2021.06.21,2021년 1분기 보고서,11348621942,1914493304,9434128638,0.0016608487531988606,18300,-0.6480769230769231
428,지더블유바이텍,036180,257149,2021.06.21,2021년 1분기 보고서,29244885882,20561424394,8683461488,-0.12064000965981149,3775,2.132780082987552
430,에이트원,230980,1110076,2021.06.21,2021년 1분기 보고서,21862960387,13338734734,8524225653,0.011187142243751289,1890,-0.7296137339055794
432,비씨월드제약,200780,256043,2021.06.21,2021년 1분기 보고서,50321500179,57744603675,-7423103496,0.0013144636671598997,17150,0.023880597014925373
434,진바이오텍,086060,491053,2021.06.21,2021년 1분기 보고서,21537595375,5666665180,15870930195,0.001726428851011493,7000,0.10759493670886076
436,엔피케이,048830,108490,2021.06.21,2021년 1분기 보고서,18655887280,32585689168,-13929801888,-0.001239777469122136,2360,0.22916666666666666
438,티엘아이,062860,261887,2021.06.21,2021년 1분기 보고서,20894166969,5938421552,14955745417,-0.005302802122648271,9670,-0.14424778761061946
440,유니셈,036200,260569,2021.06.21,2021년 1분기 보고서,156674394938,54826462128,101847932810,0.0027318251377485316,12950,0.003875968992248062
442,LG전자,066570,401731,2021.06.21,2021년 1분기 보고서,9546983000000,19734747000000,-10187764000000,-0.0034346358689976196,160500,0.07
444,에스에너지,095910,585538,2021.06.21,2021년 1분기 보고서,91214457791,75437129391,15777328400,0.0027831186263068608,4955,-0.1982200647249191
446,지란지교시큐리티,208350,1047169,2021.06.21,2021년 1분기 보고서,15291648319,17994383541,-2702735222,-0.0029353972193464067,7890,0.2644230769230769
448,LG하우시스,108670,759513,2021.06.21,2021년 1분기 보고서,897846000000,1254305000000,-356459000000,0.0068138267466403895,91500,0.07647058823529412
450,윌링스,313760,863038,2021.06.21,2021년 1분기 보고서,26990706436,8795693126,18195013310,0.0012384529714204657,13850,-0.05782312925170068
452,셀트리온,068270,413046,2021.06.21,2021년 1분기 보고서,2419272183592,1320087495118,1099184688474,-0.0001852631482039154,280500,-0.13559322033898305
454,하이트진로,000080,150244,2021.06.21,2021년 1분기 보고서,1330119863169,2615413275647,-1285293412478,0.0003249706910410171,38800,0.052917232021709636
456,하이트진로홀딩스,000140,148993,2021.06.21,2021년 1분기 보고서,27807397021,625290552876,-597483155855,0.005225984115981899,17200,0.014749262536873156
458,현대일렉트릭,267260,1205851,2021.06.21,2021년 1분기 보고서,1247047389874,1316403139019,-69355749145,0.009876488519003529,20300,-0.031026252983293555
460,레고켐바이오,141080,842619,2021.06.21,2021년 1분기 보고서,77761768256,20650210567,57111557689,-0.006744802132141561,52300,-0.0677361853832442
462,LG상사,001120,120076,2021.06.21,2021년 1분기 보고서,904117132581,1381413756694,-477296624113,0.010774358177819273,28500,-0.10658307210031348
464,엑스큐어,070300,683007,2021.06.21,2021년 1분기 보고서,20239289000,1956268000,18283021000,-0.0012045108983190528,4590,-0.04573804573804574
466,태영건설,009410,153861,2021.06.21,2021년 1분기 보고서,1596501048067,1846759287861,-250258239794,0.004613289994667391,12450,0.0375
468,현대약품,004310,164706,2021.06.21,2021년 1분기 보고서,78015382067,67322744899,10692637168,0.002610524985542816,6970,-0.1018041237113402
470,와이팜,332570,1015160,2021.06.21,2021년 1분기 보고서,72263041050,19262975341,53000065709,0.0019509267386359195,10000,-0.033816425120772944
472,쎄노텍,222420,1091054,2021.06.21,2021년 1분기 보고서,26890723881,52919515015,-26028791134,0.0014938168108115414,2200,-0.022222222222222223
474,대원화성,024890,112022,2021.06.21,2021년 1분기 보고서,49697414427,61380313585,-11682899158,0.0027668968895460024,2975,0.11423220973782772
476,삼천리,004690,128555,2021.06.21,2021년 1분기 보고서,1348674851646,1800423118971,-451748267325,-0.0023908935539741286,97200,0.23979591836734693
478,포스코인터내셔널,047050,124504,2021.06.21,2021년 1분기 보고서,5018950641000,5262116342000,-243165701000,-0.001279666382772241,21600,0.07196029776674938
480,와이제이엠게임즈,193250,1035678,2021.06.21,2021년 1분기 보고서,8164281336,12714756480,-4550475144,-0.006770102156556955,2165,-0.015909090909090907
482,클라우드에어,036170,232821,2021.06.21,2021년 1분기 보고서,66017303118,19069818276,46947484842,-0.0195359309783881,2435,0.7392857142857143
484,케어랩스,263700,1187148,2021.06.21,2021년 1분기 보고서,72188653627,8715799000,63472854627,-0.002580417990424706,10750,0.043689320388349516
486,인산가,277410,1243161,2021.06.21,2021년 1분기 보고서,27505678308,30920314738,-3414636430,0.0019859421419840097,2670,0.3250620347394541
488,세종메디칼,258830,959229,2021.06.21,2021년 1분기 보고서,18356685965,2448250997,15908434968,0.0044140970614519786,10100,-0.06046511627906977
490,동아타이어,282690,1262458,2021.06.21,2021년 1분기 보고서,94423366837,26955705595,67467661242,0.0024668468860366355,12700,0.1091703056768559
492,알에스오토메이션,140670,858124,2021.06.21,2021년 1분기 보고서,48418503740,36457474375,11961029365,-0.002851680866342985,10500,0.23529411764705882
494,매커스,093520,596677,2021.06.21,2021년 1분기 보고서,135379264358,94249563327,41129701031,0.000610618649796454,6850,0.2732342007434944
496,GS,078930,500254,2021.06.21,2021년 1분기 보고서,241726000000,1053922000000,-812196000000,0.0016925570899221328,46150,0.18030690537084398
498,LS,006260,105952,2021.06.21,2021년 1분기 보고서,260992000000,345605000000,-84613000000,0.00489317648493498,68800,0.004379562043795621
500,인바이오젠,101140,652423,2021.06.21,2021년 1분기 보고서,126218712425,16832959386,109385753039,0.0024481388714180504,3060,-0.10656934306569343
502,파버나인,177830,429694,2021.06.21,2021년 1분기 보고서,30086449534,44472076283,-14385626749,0.006862651273099039,6110,0.06445993031358885
504,삼양옵틱스,225190,992543,2021.06.21,2021년 1분기 보고서,25627778821,15614386067,10013392754,-0.0023098454087499094,10900,0.11451942740286299
506,영풍제지,006740,141404,2021.06.21,2021년 1분기 보고서,78450842254,78358794790,92047464,-0.003275674237249633,7770,0.10526315789473684
508,엔비티,236810,1051065,2021.06.21,2021년 1분기 보고서,15220293228,848771300,14371521928,-0.01819012102953137,27800,0.1463917525773196
510,코오롱글로벌,003070,152880,2021.06.21,2021년 1분기 보고서,1023980146535,1723803389959,-699823243424,-0.0038842791034687852,24450,0.14788732394366197
512,동국S&C,100130,415594,2021.06.21,2021년 1분기 보고서,165243444609,46132189118,119111255491,0.0055207374435594396,5980,-0.11799410029498525
514,서울옥션,063170,410915,2021.06.21,2021년 1분기 보고서,86208008728,88245336827,-2037328099,-0.02428505580416072,18650,0.08430232558139535
516,노루페인트,090350,583442,2021.06.21,2021년 1분기 보고서,261817522969,312020183710,-50202660741,0.003519594768882194,13000,0.18181818181818182
518,LG디스플레이,034220,105873,2021.06.21,2021년 1분기 보고서,7729112000000,17116173000000,-9387061000000,-0.008111501960818753,24450,0.07472527472527472
520,동양철관,008970,117629,2021.06.21,2021년 1분기 보고서,58706269235,50980681201,7725588034,-0.0016574180339156358,1785,0.40551181102362205
522,레인보우로보틱스,277810,1261644,2021.06.21,2021년 1분기 보고서,30157922858,2169282808,27988640050,0.002608110796204917,21100,-0.07860262008733625
524,민앤지,214180,1013311,2021.06.21,2021년 1분기 보고서,46714704633,15925838214,30788866419,0.0009734410658591435,19250,0.11594202898550725
526,이엠네트웍스,087730,496225,2021.06.21,2021년 1분기 보고서,17215304973,45624647960,-28409342987,-0.0003205128205128184,8160,0.0
528,큐브엔터,182360,985686,2021.06.21,2021년 1분기 보고서,30127057836,17260365477,12866692359,-0.0016965974120268308,4625,0.18437900128040974
530,슈펙스비앤피,058530,353018,2021.06.21,2021년 1분기 보고서,36091130700,21013922561,15077208139,-0.0022473263320165887,1620,0.0
532,테고사이언스,191420,926522,2021.06.21,2021년 1분기 보고서,27672799261,1063184970,26609614291,0.0023960196029139025,26550,0.005681818181818182
534,에스텍,069510,306719,2021.06.21,2021년 1분기 보고서,108570933115,47072839162,61498093953,-8.743926110487259e-05,12100,0.1152073732718894
536,한일철강,002220,163196,2021.06.21,2021년 1분기 보고서,66939746132,143029422184,-76089676052,-0.0007786016813595878,3125,0.33832976445396146
538,클래시스,214150,1061327,2021.06.21,2021년 1분기 보고서,91434881324,19251981975,72182899349,-0.01784177583469863,18950,0.31141868512110726
540,앱클론,174900,991191,2021.06.21,2021년 1분기 보고서,20447831416,11305281285,9142550131,-0.010493988424088876,24150,-0.19633943427620631
542,크라운해태홀딩스,005740,153126,2021.06.21,2021년 1분기 보고서,6135507394,61061110952,-54925603558,0.005493112123394505,11500,0.1806981519507187
544,알톤스포츠,123750,821607,2021.06.21,2021년 1분기 보고서,24608057712,5709962995,18898094717,0.012517885711838019,5580,0.056818181818181816
546,고바이오랩,348150,1399071,2021.06.21,2021년 1분기 보고서,54940724746,1155677492,53785047254,0.0009297563026602206,31700,0.03764320785597381
548,신화콘텍,187270,925189,2021.06.21,2021년 1분기 보고서,38950165312,40933979831,-1983814519,0.005638357396387113,3845,0.12099125364431487
550,화일약품,061250,188973,2021.06.21,2021년 1분기 보고서,98011402472,13395974964,84615427508,0.002257358639194266,4020,-0.21484375
552,지어소프트,051160,389110,2021.06.21,2021년 1분기 보고서,28806532074,37951937905,-9145405831,-0.007659588950293746,23050,0.07459207459207459
554,세아홀딩스,058650,377610,2021.06.21,2021년 1분기 보고서,12172096795,141814435962,-129642339167,0.004707147544484249,101000,0.1966824644549763
556,에스에이티,060540,379229,2021.06.21,2021년 1분기 보고서,25345689690,5622212316,19723477374,-0.0184289448024069,3575,0.45030425963488846
558,동원산업,006040,118026,2021.06.21,2021년 1분기 보고서,444920273043,897959439123,-453039166080,0.0067039394377508615,262500,0.021400778210116732
560,광동제약,009290,103592,2021.06.21,2021년 1분기 보고서,388001418594,223038397606,164963020988,0.0033401432674026016,8990,0.049008168028004666
562,크라운제과,264900,1205329,2021.06.21,2021년 1분기 보고서,104953529060,176527613892,-71574084832,0.002986666706353503,13600,0.29523809523809524
564,글로벌텍스프리,204620,1042711,2021.06.21,2021년 1분기 보고서,24788325682,9344332113,15443993569,-0.00029293588674605834,3970,0.22530864197530864
566,케이엠,083550,242934,2021.06.21,2021년 1분기 보고서,68425424919,44306994709,24118430210,0.0031009083196532235,10000,-0.0867579908675799
568,티앤알바이오팹,246710,1109937,2021.06.21,2021년 1분기 보고서,38281002676,3409874344,34871128332,-0.016479133880437508,43500,0.1553784860557769
570,본느,226340,1098792,2021.06.21,2021년 1분기 보고서,22438563449,29810361048,-7371797599,-0.004981478813973391,3825,0.13501483679525222
572,대유,290380,384948,2021.06.21,2021년 1분기 보고서,53282744985,32729060189,20553684796,0.009415049532214007,9530,-0.3427586206896552
574,ITX-AI,099520,627029,2021.06.21,2021년 1분기 보고서,33219102689,25740895361,7478207328,0.0003123864049436548,1285,0.0
576,DB하이텍,000990,160843,2021.06.21,2021년 1분기 보고서,486062638366,365828280572,120234357794,-0.003704961356580403,56500,0.003552397868561279
578,코오롱플라스틱,138490,241005,2021.06.21,2021년 1분기 보고서,132129215887,135597223674,-3468007787,-0.02812379690222815,8010,0.26540284360189575
580,레이언스,228850,899459,2021.06.21,2021년 1분기 보고서,218053826441,99441615412,118612211029,0.0031537438843045563,14400,0.1659919028340081
582,HDC아이콘트롤스,039570,350312,2021.06.21,2021년 1분기 보고서,188606345893,49860427448,138745918445,-0.0031764945967001634,14600,0.43842364532019706
584,태원물산,001420,154055,2021.06.21,2021년 1분기 보고서,23109774731,7658510244,15451264487,0.0021393872230381188,5180,0.20185614849187936
